time,L_IMU,R_IMU,L_Torque_d,L_Torque,L_AngPos,R_Torque_d,R_Torque,R_AngPos
0.04398083686828613,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.14
0.08406782150268555,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.18
0.14400792121887207,0.0,0.0,0.19,0.0,0.19,0.19,0.0,0.19
0.18316912651062012,0.0,0.0,0.19,0.0,0.19,0.19,0.0,0.19
0.24414706230163574,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17
0.283282995223999,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.13
0.3645131587982178,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.08
0.38300490379333496,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02
0.4437870979309082,0.0,0.0,-0.04,0.0,-0.04,-0.04,0.0,-0.04
0.48310089111328125,0.0,0.0,-0.1,0.0,-0.1,-0.1,0.0,-0.1
0.5447750091552734,0.0,0.0,-0.14,0.0,-0.14,-0.14,0.0,-0.14
0.5830779075622559,0.0,0.0,-0.18,0.0,-0.18,-0.18,0.0,-0.18
0.6434109210968018,0.0,0.0,-0.19,0.0,-0.19,-0.19,0.0,-0.19
0.6838769912719727,0.0,0.0,-0.19,0.0,-0.19,-0.19,0.0,-0.19
0.7446238994598389,0.0,0.0,-0.17,0.0,-0.17,-0.17,0.0,-0.17
0.7841417789459229,0.0,0.0,-0.13,0.0,-0.13,-0.13,0.0,-0.13
0.8445918560028076,0.0,0.0,-0.08,0.0,-0.08,-0.08,0.0,-0.08
0.8842167854309082,0.0,0.0,-0.02,0.0,-0.02,-0.02,0.0,-0.02
