time,L_IMU,R_IMU,L_Torque_d,L_Torque,L_AngPos,R_Torque_d,R_Torque,R_AngPos
0.028815746307373047,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.08776092529296875,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.16819477081298828,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.28762173652648926,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.30929994583129883,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.36800670623779297,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.48775482177734375,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.5270159244537354,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.5675797462463379,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.628087043762207,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.7274339199066162,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.7870287895202637,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.8678948879241943,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.9482018947601318,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.169670820236206,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.2080838680267334,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.2339887619018555,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.25146484375,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.2679848670959473,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.550128698348999,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.6815769672393799,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.7093896865844727,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.7307007312774658,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
